"x"
"B-08"
"C-09"
"D-09"
"E-09"
"F-09"
"F-10"
"E-10"
"D-10"
"D-11"
"E-11"
"F-11"
"G-11"
"H-11"
"H-12"
"G-12"
"F-12"
"E-12"
"F-13"
"G-13"
"H-13"
"I-13"
"I-14"
"H-14"
"G-14"
"H-15"
"I-15"
"J-16"
"J-15"
"J-14"
"J-13"
"J-12"
"I-12"
"I-11"
"J-11"
"J-10"
"I-10"
"H-10"
"G-10"
"I-09"
"H-09"
"G-09"
"J-09"
"J-08"
"I-08"
"H-08"
"G-08"
"F-08"
"E-08"
"E-07"
"D-07"
"D-08"
"Z-05"
"B-06"
"B-07"
"C-08"
"C-07"
"C-06"
"D-06"
"E-06"
"D-05"
"D-04"
"C-04"
"C-05"
"B-05"
"A-05"
"A-04"
"B-04"
"E-04"
"E-05"
"F-05"
"F-06"
"F-07"
"G-07"
"G-06"
"G-05"
"G-04"
"F-04"
"K-07"
"J-07"
"I-07"
"H-07"
"H-06"
"H-05"
"H-04"
"I-04"
"I-05"
"I-06"
"J-06"
"J-05"
"G-15"
"F-14"
"A-06"
"Z-04"
"E-13"
"H-16"
"I-16"
"K-14"
"K-13"
"K-12"
"K-11"
"K-10"
"K-08"
"L-09"
"M-08"
"M-07"
"N-07"
"M-06"
"N-05"
"O-04"
"N-04"
"M-04"
"K-04"
"K-05"
"K-06"
"K-09"
"L-08"
"L-07"
"L-06"
"L-05"
"L-04"
"M-05"
"N-06"
"J-04"
